STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,MEASURE,Data Item,REGIONTYPE,Region Type,ASGS_2021,Region,FREQUENCY,Frequency,TIME_PERIOD,Time Period,OBS_VALUE,Observation Value,UNIT_MEASURE,Unit of Measure,UNIT_MULT,Unit of Multiplier,OBS_STATUS,Observation Status,OBS_COMMENT,Observation Comment
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_4,Net internal migration (no.),SA3,Statistical Area Level 3,60102,Hobart - North East,A,Annual,2022,,215,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_4,Net internal migration (no.),SA3,Statistical Area Level 3,60103,Hobart - North West,A,Annual,2022,,-627,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_4,Net internal migration (no.),SA3,Statistical Area Level 3,60104,Hobart - South and West,A,Annual,2022,,-230,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_4,Net internal migration (no.),SA3,Statistical Area Level 3,60105,Hobart Inner,A,Annual,2022,,-832,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_4,Net internal migration (no.),SA3,Statistical Area Level 3,60106,Sorell - Dodges Ferry,A,Annual,2022,,316,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_4,Net internal migration (no.),SA3,Statistical Area Level 3,60201,Launceston,A,Annual,2022,,-601,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_4,Net internal migration (no.),SA3,Statistical Area Level 3,60202,Meander Valley - West Tamar,A,Annual,2022,,203,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_4,Net internal migration (no.),SA3,Statistical Area Level 3,60203,North East,A,Annual,2022,,233,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_4,Net internal migration (no.),SA3,Statistical Area Level 3,60301,Central Highlands (Tas.),A,Annual,2022,,55,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_4,Net internal migration (no.),SA3,Statistical Area Level 3,60302,Huon - Bruny Island,A,Annual,2022,,290,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_4,Net internal migration (no.),SA3,Statistical Area Level 3,60303,South East Coast,A,Annual,2022,,132,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_4,Net internal migration (no.),SA3,Statistical Area Level 3,60401,Burnie - Ulverstone,A,Annual,2022,,57,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_4,Net internal migration (no.),SA3,Statistical Area Level 3,60402,Devonport,A,Annual,2022,,191,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_4,Net internal migration (no.),SA3,Statistical Area Level 3,60403,West Coast,A,Annual,2022,,-40,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_4,Net internal migration (no.),SA3,Statistical Area Level 3,70101,Darwin City,A,Annual,2022,,-867,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_4,Net internal migration (no.),SA3,Statistical Area Level 3,70102,Darwin Suburbs,A,Annual,2022,,-1179,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_4,Net internal migration (no.),SA3,Statistical Area Level 3,70103,Litchfield,A,Annual,2022,,-31,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_4,Net internal migration (no.),SA3,Statistical Area Level 3,70104,Palmerston,A,Annual,2022,,82,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_4,Net internal migration (no.),SA3,Statistical Area Level 3,70201,Alice Springs,A,Annual,2022,,-368,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_4,Net internal migration (no.),SA3,Statistical Area Level 3,70202,Barkly,A,Annual,2022,,-93,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_4,Net internal migration (no.),SA3,Statistical Area Level 3,70203,Daly - Tiwi - West Arnhem,A,Annual,2022,,-3,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_4,Net internal migration (no.),SA3,Statistical Area Level 3,70204,East Arnhem,A,Annual,2022,,-79,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_4,Net internal migration (no.),SA3,Statistical Area Level 3,70205,Katherine,A,Annual,2022,,-22,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_4,Net internal migration (no.),SA3,Statistical Area Level 3,80101,Belconnen,A,Annual,2022,,-1185,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_4,Net internal migration (no.),SA3,Statistical Area Level 3,80103,Canberra East,A,Annual,2022,,36,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_4,Net internal migration (no.),SA3,Statistical Area Level 3,80104,Gungahlin,A,Annual,2022,,-1027,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_4,Net internal migration (no.),SA3,Statistical Area Level 3,80105,North Canberra,A,Annual,2022,,382,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_4,Net internal migration (no.),SA3,Statistical Area Level 3,80106,South Canberra,A,Annual,2022,,329,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_4,Net internal migration (no.),SA3,Statistical Area Level 3,80107,Tuggeranong,A,Annual,2022,,-1160,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_4,Net internal migration (no.),SA3,Statistical Area Level 3,80108,Weston Creek,A,Annual,2022,,-212,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_4,Net internal migration (no.),SA3,Statistical Area Level 3,80109,Woden Valley,A,Annual,2022,,-317,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_4,Net internal migration (no.),SA3,Statistical Area Level 3,80110,Molonglo,A,Annual,2022,,955,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_4,Net internal migration (no.),SA3,Statistical Area Level 3,80111,Uriarra - Namadgi,A,Annual,2022,,-12,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,10201,Gosford,A,Annual,2022,,805,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,10202,Wyong,A,Annual,2022,,463,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,11501,Baulkham Hills,A,Annual,2022,,1347,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,11502,Dural - Wisemans Ferry,A,Annual,2022,,126,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,11503,Hawkesbury,A,Annual,2022,,49,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,11504,Rouse Hill - McGraths Hill,A,Annual,2022,,271,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,11601,Blacktown,A,Annual,2022,,1543,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,11602,Blacktown - North,A,Annual,2022,,1060,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,11603,Mount Druitt,A,Annual,2022,,855,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,11701,Botany,A,Annual,2022,,895,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,11702,Marrickville - Sydenham - Petersham,A,Annual,2022,,654,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,11703,Sydney Inner City,A,Annual,2022,,6132,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,11801,Eastern Suburbs - North,A,Annual,2022,,1777,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,11802,Eastern Suburbs - South,A,Annual,2022,,2944,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,11901,Bankstown,A,Annual,2022,,1529,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,11902,Canterbury,A,Annual,2022,,2099,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,11903,Hurstville,A,Annual,2022,,2108,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,11904,Kogarah - Rockdale,A,Annual,2022,,2602,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,12001,Canada Bay,A,Annual,2022,,905,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,12002,Leichhardt,A,Annual,2022,,472,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,12003,Strathfield - Burwood - Ashfield,A,Annual,2022,,3363,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,12101,Chatswood - Lane Cove,A,Annual,2022,,1616,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,12102,Hornsby,A,Annual,2022,,873,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,12103,Ku-ring-gai,A,Annual,2022,,1116,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,12104,North Sydney - Mosman,A,Annual,2022,,1223,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,12201,Manly,A,Annual,2022,,525,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,12202,Pittwater,A,Annual,2022,,417,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,12203,Warringah,A,Annual,2022,,1382,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,12301,Camden,A,Annual,2022,,217,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,12302,Campbelltown (NSW),A,Annual,2022,,1126,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,12303,Wollondilly,A,Annual,2022,,90,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,12401,Blue Mountains,A,Annual,2022,,317,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,12403,Penrith,A,Annual,2022,,617,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,12404,Richmond - Windsor,A,Annual,2022,,105,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,12405,St Marys,A,Annual,2022,,300,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,12501,Auburn,A,Annual,2022,,2103,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,12502,Carlingford,A,Annual,2022,,838,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,12503,Merrylands - Guildford,A,Annual,2022,,1716,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,12504,Parramatta,A,Annual,2022,,3747,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,12601,Pennant Hills - Epping,A,Annual,2022,,646,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,12602,Ryde - Hunters Hill,A,Annual,2022,,2201,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,12701,Bringelly - Green Valley,A,Annual,2022,,577,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,12702,Fairfield,A,Annual,2022,,1885,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,12703,Liverpool,A,Annual,2022,,1136,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,12801,Cronulla - Miranda - Caringbah,A,Annual,2022,,661,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,12802,Sutherland - Menai - Heathcote,A,Annual,2022,,463,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,10102,Queanbeyan,A,Annual,2022,,374,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,10103,Snowy Mountains,A,Annual,2022,,122,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,10104,South Coast,A,Annual,2022,,184,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,10105,Goulburn - Mulwaree,A,Annual,2022,,144,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,10106,Young - Yass,A,Annual,2022,,102,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,10301,Bathurst,A,Annual,2022,,152,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,10302,Lachlan Valley,A,Annual,2022,,102,,PSNS,Persons,,,,,,
DATAFLOW,ABS:ABS_REGIONAL_ASGS2021(1.3.0),"Data by region 2011-2024, by Main Structure and GCCSA (ASGS Edition 3 (2021 – 2026))",I,MIGRATION_7,Net overseas migration (no.),SA3,Statistical Area Level 3,10303,Lithgow - Mudgee,A,Annual,2022,,104,,PSNS,Persons,,,,,,
